year,cbsa_code,cbsa_name,indicator,value,score,topmetro,metrosize,overallrank,sizerank
2014-2019,41760,"Sandpoint, ID Micropolitan Statistical Area",Percent Change in Output per Person,0.018310785,,0,,,
2014-2019,41780,"Sandusky, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.053409725,,0,,,
2014-2019,41820,"Sanford, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.096362822,,0,,,
2014-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.25298584,1.7472949,1,Very Large,2,2
2014-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.35368779,2.8095033,1,Very Large,1,1
2014-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.1261486,0.40941086,1,Midsized,17,8
2014-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.077247173,-0.10640325,1,Midsized,81,33
2014-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Percent Change in Output per Person,-0.031236174,,0,,,
2014-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.087705068,0.003906997,1,Midsized,65,25
2014-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.18805373,1.0623887,1,Midsized,4,1
2014-2019,42300,"Sault Ste. Marie, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.067709491,,0,,,
2014-2019,42340,"Savannah, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.12216946,0.36743873,1,Midsized,21,10
2014-2019,42380,"Sayre, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.011016158,,0,,,
2014-2019,42420,"Scottsbluff, NE Micropolitan Statistical Area",Percent Change in Output per Person,-0.011050464,,0,,,
2014-2019,42460,"Scottsboro, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.013922598,,0,,,
2014-2019,42500,"Scottsburg, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.16050602,,0,,,
2014-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.061474077,-0.27277848,1,Large,100,29
2014-2019,42620,"Searcy, AR Micropolitan Statistical Area",Percent Change in Output per Person,-0.054295912,,0,,,
2014-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.19015491,1.084552,1,Very Large,3,3
2014-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Percent Change in Output per Person,-0.063641801,,0,,,
2014-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.026337223,,0,,,
2014-2019,42740,"Sedalia, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.045191497,,0,,,
2014-2019,42780,"Selinsgrove, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.091731325,,0,,,
2014-2019,42820,"Selma, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.10081071,,0,,,
2014-2019,42860,"Seneca, SC Micropolitan Statistical Area",Percent Change in Output per Person,0.045471989,,0,,,
2014-2019,42900,"Seneca Falls, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.18751085,,0,,,
2014-2019,42940,"Sevierville, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.13977845,,0,,,
2014-2019,42980,"Seymour, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.14573358,,0,,,
2014-2019,43020,"Shawano, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.091155209,,0,,,
2014-2019,43060,"Shawnee, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.00677901,,0,,,
2014-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.15533148,,0,,,
2014-2019,43140,"Shelby, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.21559612,,0,,,
2014-2019,43180,"Shelbyville, TN Micropolitan Statistical Area",Percent Change in Output per Person,-0.13623084,,0,,,
2014-2019,43220,"Shelton, WA Micropolitan Statistical Area",Percent Change in Output per Person,-0.026834393,,0,,,
2014-2019,43260,"Sheridan, WY Micropolitan Statistical Area",Percent Change in Output per Person,-0.013110162,,0,,,
2014-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Percent Change in Output per Person,-0.010319953,,0,,,
2014-2019,43320,"Show Low, AZ Micropolitan Statistical Area",Percent Change in Output per Person,-0.018031498,,0,,,
2014-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Percent Change in Output per Person,0.066325776,-0.22160259,1,Midsized,92,37
2014-2019,43380,"Sidney, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.088452749,,0,,,
2014-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Percent Change in Output per Person,-0.031306665,,0,,,
2014-2019,43460,"Sikeston, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.0620769,,0,,,
2014-2019,43500,"Silver City, NM Micropolitan Statistical Area",Percent Change in Output per Person,0.3185592,,0,,,
2014-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Percent Change in Output per Person,0.047459897,,0,,,
2014-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Percent Change in Output per Person,0.022120869,-0.68787766,1,Midsized,156,61
2014-2019,43660,"Snyder, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.009494524,,0,,,
2014-2019,43700,"Somerset, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.0572908,,0,,,
2014-2019,43740,"Somerset, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.12904818,,0,,,
2014-2019,43760,"Sonora, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.091785021,,0,,,
2014-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Percent Change in Output per Person,0.070794456,-0.17446677,1,Midsized,87,36
2014-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Percent Change in Output per Person,0.097744189,0.10980004,1,Midsized,50,19
2014-2019,43940,"Spearfish, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.075387165,,0,,,
2014-2019,43980,"Spencer, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.041938033,,0,,,
2014-2019,44020,"Spirit Lake, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.068889737,,0,,,
2014-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.025924424,-0.64775759,1,Large,149,44
2014-2019,44100,"Springfield, IL Metropolitan Statistical Area",Percent Change in Output per Person,-0.024533657,,0,,,
2014-2019,44140,"Springfield, MA Metropolitan Statistical Area",Percent Change in Output per Person,0.084125102,-0.033854619,1,Large,72,20
2014-2019,44180,"Springfield, MO Metropolitan Statistical Area",Percent Change in Output per Person,0.052912097,-0.3630906,1,Midsized,117,45
2014-2019,44220,"Springfield, OH Metropolitan Statistical Area",Percent Change in Output per Person,0.081247181,,0,,,
2014-2019,44260,"Starkville, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.080214582,,0,,,
2014-2019,44300,"State College, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.035892554,,0,,,
2014-2019,44340,"Statesboro, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.018001121,,0,,,
2014-2019,44420,"Staunton, VA Metropolitan Statistical Area",Percent Change in Output per Person,0.088581748,,0,,,
2014-2019,44460,"Steamboat Springs, CO Micropolitan Statistical Area",Percent Change in Output per Person,0.010579376,,0,,,
2014-2019,44500,"Stephenville, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.072365105,,0,,,
2014-2019,44540,"Sterling, CO Micropolitan Statistical Area",Percent Change in Output per Person,-0.014456466,,0,,,
2014-2019,44580,"Sterling, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.064322524,,0,,,
2014-2019,44620,"Stevens Point, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.088202909,,0,,,
2014-2019,44660,"Stillwater, OK Micropolitan Statistical Area",Percent Change in Output per Person,-0.091309264,,0,,,
2014-2019,44700,"Stockton, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12863454,0.43563271,1,Large,15,3
2014-2019,44740,"Storm Lake, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.12803973,,0,,,
2014-2019,44780,"Sturgis, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.024530219,,0,,,
2014-2019,44860,"Sulphur Springs, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.038585376,,0,,,
2014-2019,44900,"Summerville, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.10142615,,0,,,
2014-2019,44940,"Sumter, SC Metropolitan Statistical Area",Percent Change in Output per Person,0.032386512,,0,,,
2014-2019,44980,"Sunbury, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.036188856,,0,,,
2014-2019,45000,"Susanville, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.091631353,,0,,,
2014-2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.12277523,,0,,,
2014-2019,45060,"Syracuse, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.097762711,0.10999547,1,Large,49,14
2014-2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.007420857,,0,,,
2014-2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.051909462,,0,,,
2014-2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.072034366,-0.16138814,1,Midsized,85,35
2014-2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.066958852,-0.21492487,1,Very Large,91,28
2014-2019,45340,"Taos, NM Micropolitan Statistical Area",Percent Change in Output per Person,0.028659141,,0,,,
2014-2019,45380,"Taylorville, IL Micropolitan Statistical Area",Percent Change in Output per Person,-0.067367546,,0,,,
2014-2019,45460,"Terre Haute, IN Metropolitan Statistical Area",Percent Change in Output per Person,0.01439784,,0,,,
2014-2019,45500,"Texarkana, TX-AR Metropolitan Statistical Area",Percent Change in Output per Person,-0.001228891,,0,,,
2014-2019,45520,"The Dalles, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.068282276,,0,,,
2014-2019,45540,"The Villages, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.068102144,,0,,,
2014-2019,45620,"Thomasville, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.033997972,,0,,,
2014-2019,45660,"Tiffin, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.099261701,,0,,,
2014-2019,45700,"Tifton, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.063474774,,0,,,
2014-2019,45740,"Toccoa, GA Micropolitan Statistical Area",Percent Change in Output per Person,-0.005911155,,0,,,
2014-2019,45780,"Toledo, OH Metropolitan Statistical Area",Percent Change in Output per Person,0.067902595,-0.20497024,1,Large,88,25
2014-2019,45820,"Topeka, KS Metropolitan Statistical Area",Percent Change in Output per Person,0.007062984,,0,,,
2014-2019,45860,"Torrington, CT Micropolitan Statistical Area",Percent Change in Output per Person,0.092817672,,0,,,
2014-2019,45900,"Traverse City, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.096808352,,0,,,
2014-2019,45940,"Trenton-Princeton, NJ Metropolitan Statistical Area",Percent Change in Output per Person,0.08595974,-0.014502781,1,Midsized,70,28
2014-2019,45980,"Troy, AL Micropolitan Statistical Area",Percent Change in Output per Person,0.00434227,,0,,,
2014-2019,46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.095635824,,0,,,
2014-2019,46060,"Tucson, AZ Metropolitan Statistical Area",Percent Change in Output per Person,0.05626183,-0.32775748,1,Very Large,112,38
2014-2019,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.074112542,,0,,,
2014-2019,46140,"Tulsa, OK Metropolitan Statistical Area",Percent Change in Output per Person,0.000500157,-0.91593379,1,Large,175,53
2014-2019,46180,"Tupelo, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.090245791,,0,,,
2014-2019,46220,"Tuscaloosa, AL Metropolitan Statistical Area",Percent Change in Output per Person,0.008419894,-0.83239609,1,Midsized,169,67
2014-2019,46300,"Twin Falls, ID Metropolitan Statistical Area",Percent Change in Output per Person,0.09093076,,0,,,
2014-2019,46340,"Tyler, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.094949096,,0,,,
2014-2019,46380,"Ukiah, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.12103307,,0,,,
2014-2019,46420,"Union, SC Micropolitan Statistical Area ",Percent Change in Output per Person,0.23919764,,0,,,
2014-2019,46460,"Union City, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.071350791,,0,,,
2014-2019,46500,"Urbana, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.046961866,,0,,,
2014-2019,46520,"Urban Honolulu, HI Metropolitan Statistical Area",Percent Change in Output per Person,0.11464411,0.28806111,1,Large,27,7
2014-2019,46540,"Utica-Rome, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.056230858,-0.3280842,1,Midsized,113,44
2014-2019,46620,"Uvalde, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.005017316,,0,,,
2014-2019,46660,"Valdosta, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.067217693,,0,,,
2014-2019,46700,"Vallejo, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.086936414,-0.004200781,1,Midsized,67,26
2014-2019,46780,"Van Wert, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.1203341,,0,,,
2014-2019,46820,"Vermillion, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.016862154,,0,,,
2014-2019,46860,"Vernal, UT Micropolitan Statistical Area",Percent Change in Output per Person,-0.1131473,,0,,,
2014-2019,46900,"Vernon, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.11821962,,0,,,
2014-2019,46980,"Vicksburg, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.15830782,,0,,,
2014-2019,47020,"Victoria, TX Metropolitan Statistical Area",Percent Change in Output per Person,-0.058846503,,0,,,
2014-2019,47080,"Vidalia, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.032968186,,0,,,
2014-2019,47180,"Vincennes, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.111662,,0,,,
2014-2019,47220,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",Percent Change in Output per Person,0.098692715,,0,,,
2014-2019,47240,"Vineyard Haven, MA Micropolitan Statistical Area",Percent Change in Output per Person,0.14471592,,0,,,
2014-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Percent Change in Output per Person,0.024776559,-0.65986532,1,Very Large,152,48
2014-2019,47300,"Visalia, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12816657,0.43069661,1,Midsized,16,7
2014-2019,47340,"Wabash, IN Micropolitan Statistical Area",Percent Change in Output per Person,-0.007906149,,0,,,
2014-2019,47380,"Waco, TX Metropolitan Statistical Area",Percent Change in Output per Person,-0.015767213,-1.0875226,1,Midsized,181,74
2014-2019,47420,"Wahpeton, ND-MN Micropolitan Statistical Area",Percent Change in Output per Person,0.012349688,,0,,,
