year,cbsa,cbsatitle,indicator,topmetro,metrosize,value,overallrank,rankbysize
2009-2019,44940,"Sumter, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2278.33,,
2009-2019,44980,"Sunbury, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,751.87,,
2009-2019,45000,"Susanville, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,103.28,,
2009-2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-29583.75,,
2009-2019,45060,"Syracuse, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,2277.69,93,32
2009-2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5078.4,,
2009-2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2318.27,,
2009-2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-7822.03,4,3
2009-2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,5408.19,146,33
2009-2019,45340,"Taos, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,6031.27,,
2009-2019,45380,"Taylorville, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4108.32,,
2009-2019,45460,"Terre Haute, IN Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4631.85,,
2009-2019,45500,"Texarkana, TX-AR Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5315.88,,
2009-2019,45520,"The Dalles, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11164.89,,
2009-2019,45540,"The Villages, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,5461.89,,
2009-2019,45580,"Thomaston, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-20334.91,,
2009-2019,45620,"Thomasville, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11302.05,,
2009-2019,45660,"Tiffin, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4556.81,,
2009-2019,45700,"Tifton, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14921.93,,
2009-2019,45740,"Toccoa, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,45780,"Toledo, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,3953.21,124,43
2009-2019,45820,"Topeka, KS Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14474.42,,
2009-2019,45860,"Torrington, CT Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-19657.99,,
2009-2019,45900,"Traverse City, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5404.75,,
2009-2019,45940,"Trenton-Princeton, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,17135.58,190,82
2009-2019,45980,"Troy, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,6567.8,,
2009-2019,46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1775.52,,
2009-2019,46060,"Tucson, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,-585.73,47,7
2009-2019,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1404.84,,
2009-2019,46140,"Tulsa, OK Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,-1313.62,34,11
2009-2019,46180,"Tupelo, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,4212.09,,
2009-2019,46220,"Tuscaloosa, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-2021.43,27,20
2009-2019,46300,"Twin Falls, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1040.26,,
2009-2019,46340,"Tyler, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11471.43,,
2009-2019,46380,"Ukiah, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10254.87,,
2009-2019,46420,"Union, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3161.68,,
2009-2019,46460,"Union City, TN-KY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6223.1,,
2009-2019,46500,"Urbana, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12006.45,,
2009-2019,46520,"Urban Honolulu, HI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,4664.78,137,45
2009-2019,46540,"Utica-Rome, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,3895.98,121,56
2009-2019,46620,"Uvalde, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,7658.03,,
2009-2019,46660,"Valdosta, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-837.9,,
2009-2019,46700,"Vallejo, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,294.49,59,29
2009-2019,46780,"Van Wert, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12271.18,,
2009-2019,46820,"Vermillion, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,46860,"Vernal, UT Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4772.97,,
2009-2019,46900,"Vernon, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,46980,"Vicksburg, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,53.42,,
2009-2019,47020,"Victoria, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4755.28,,
2009-2019,47080,"Vidalia, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,10944.23,,
2009-2019,47180,"Vincennes, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9919.1,,
2009-2019,47220,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-7983.11,,
2009-2019,47240,"Vineyard Haven, MA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,-1496.41,32,3
2009-2019,47300,"Visalia, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,2764.94,105,49
2009-2019,47340,"Wabash, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9918.11,,
2009-2019,47380,"Waco, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-860.91,42,24
2009-2019,47420,"Wahpeton, ND-MN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,5083.82,,
2009-2019,47460,"Walla Walla, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-17860.27,,
2009-2019,47540,"Wapakoneta, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11062.32,,
2009-2019,47580,"Warner Robins, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5681.3,,
2009-2019,47620,"Warren, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2007,,
2009-2019,47660,"Warrensburg, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11606.68,,
2009-2019,47700,"Warsaw, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6146.34,,
2009-2019,47780,"Washington, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6021.8,,
2009-2019,47820,"Washington, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-923.32,,
2009-2019,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,7978.88,170,43
2009-2019,47920,"Washington Court House, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,5261,,
2009-2019,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-691.33,,
2009-2019,47980,"Watertown, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9194.55,,
2009-2019,48020,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9018.26,,
2009-2019,48060,"Watertown-Fort Drum, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2799.79,,
2009-2019,48100,"Wauchula, FL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,48140,"Wausau-Weston, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8935.8,,
2009-2019,48180,"Waycross, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,4816.89,,
2009-2019,48220,"Weatherford, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,17079.8,,
2009-2019,48260,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3396.46,,
2009-2019,48300,"Wenatchee, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11019.03,,
2009-2019,48460,"West Plains, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-267.98,,
2009-2019,48500,"West Point, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1041.39,,
2009-2019,48540,"Wheeling, WV-OH Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-26.28,,
2009-2019,48580,"Whitewater, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-16412.36,,
2009-2019,48620,"Wichita, KS Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,-3134.74,22,5
2009-2019,48660,"Wichita Falls, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4410.8,,
2009-2019,48700,"Williamsport, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10475.96,,
2009-2019,48780,"Williston, ND Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3696.83,,
2009-2019,48820,"Willmar, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8177.72,,
2009-2019,48900,"Wilmington, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,9101.32,177,75
2009-2019,48940,"Wilmington, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10224.99,,
2009-2019,48980,"Wilson, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12326.05,,
2009-2019,49020,"Winchester, VA-WV Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5732.64,,
2009-2019,49060,"Winfield, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4066.34,,
2009-2019,49080,"Winnemucca, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,49100,"Winona, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-16714.62,,
2009-2019,49180,"Winston-Salem, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,-73.48,53,17
2009-2019,49220,"Wisconsin Rapids-Marshfield, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-7720.24,,
2009-2019,49260,"Woodward, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-20730.31,,
2009-2019,49300,"Wooster, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3933.06,,
2009-2019,49340,"Worcester, MA-CT Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,3441.8,116,40
2009-2019,49380,"Worthington, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,3053.27,,
2009-2019,49420,"Yakima, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-8912.04,2,1
2009-2019,49460,"Yankton, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,49620,"York-Hanover, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-296.83,50,27
2009-2019,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,-1943.47,29,8
2009-2019,49700,"Yuba City, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11900.48,,
2009-2019,49740,"Yuma, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1734.2,,
2009-2019,49780,"Zanesville, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-63.06,,
2009-2019,49820,"Zapata, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,99994,Midsized Metropolitan Statistical Areas,Change in Top/Bottom Tract Median Household Income Gap,0,,1935,,
2009-2019,99995,Large Metropolitan Statistical Areas,Change in Top/Bottom Tract Median Household Income Gap,0,,1646,,
2009-2019,99996,Very Large Metropolitan Statistical Areas,Change in Top/Bottom Tract Median Household Income Gap,0,,4643,,
2009-2019,99999,United States,Change in Top/Bottom Tract Median Household Income Gap,0,,-3205,,
2009-2019,10100,"Aberdeen, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.025777,,
2009-2019,10140,"Aberdeen, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.015614,,
2009-2019,10180,"Abilene, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.114744,,
2009-2019,10220,"Ada, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.076332,,
2009-2019,10300,"Adrian, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.021057,,
2009-2019,10420,"Akron, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.02877,79,30
2009-2019,10460,"Alamogordo, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.013002,,
2009-2019,10500,"Albany, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.014733,,
2009-2019,10540,"Albany-Lebanon, OR Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.024803,,
2009-2019,10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.0296,77,28
2009-2019,10620,"Albemarle, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.012803,,
2009-2019,10660,"Albert Lea, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.026621,,
2009-2019,10700,"Albertville, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.030517,,
2009-2019,10740,"Albuquerque, NM Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.022357,99,36
2009-2019,10760,"Alexander City, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.010206,,
