year,cbsa,cbsa_name,indicator,value,topmetro,metrosize,overallrank,sizerank
2014-2019,30900,"Logansport, IN Micropolitan Statistical Area",Percent Change in Jobs,.015485937,0,,,
2018-2019,30900,"Logansport, IN Micropolitan Statistical Area",Percent Change in Jobs,-.0049992101,0,,,
2009-2019,30940,"London, KY Micropolitan Statistical Area ",Percent Change in Jobs,1.1162854,0,,,
2009-2019,30940,"London, KY Micropolitan Statistical Area",Percent Change in Jobs,1.1162854,0,,,
2014-2019,30940,"London, KY Micropolitan Statistical Area ",Percent Change in Jobs,1.0748581,0,,,
2014-2019,30940,"London, KY Micropolitan Statistical Area",Percent Change in Jobs,1.0748581,0,,,
2018-2019,30940,"London, KY Micropolitan Statistical Area",Percent Change in Jobs,1.0021489,0,,,
2018-2019,30940,"London, KY Micropolitan Statistical Area ",Percent Change in Jobs,1.0021489,0,,,
2009-2019,30980,"Longview, TX Metropolitan Statistical Area",Percent Change in Jobs,.040784173,1,Midsized,167,62
2014-2019,30980,"Longview, TX Metropolitan Statistical Area",Percent Change in Jobs,-.044844188,1,Midsized,190,80
2018-2019,30980,"Longview, TX Metropolitan Statistical Area",Percent Change in Jobs,.014621821,1,Midsized,83,31
2009-2019,31020,"Longview, WA Metropolitan Statistical Area",Percent Change in Jobs,.11454517,0,,,
2014-2019,31020,"Longview, WA Metropolitan Statistical Area",Percent Change in Jobs,.071419798,0,,,
2018-2019,31020,"Longview, WA Metropolitan Statistical Area",Percent Change in Jobs,.014406653,0,,,
2009-2019,31060,"Los Alamos, NM Micropolitan Statistical Area",Percent Change in Jobs,-.0050530899,0,,,
2014-2019,31060,"Los Alamos, NM Micropolitan Statistical Area",Percent Change in Jobs,.097441882,0,,,
2018-2019,31060,"Los Alamos, NM Micropolitan Statistical Area",Percent Change in Jobs,.057229392,0,,,
2009-2019,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Percent Change in Jobs,.16650724,1,Very Large,72,29
2014-2019,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Percent Change in Jobs,.095280126,1,Very Large,69,24
2018-2019,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Percent Change in Jobs,.014618993,1,Very Large,84,29
2009-2019,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Percent Change in Jobs,.1625569,1,Very Large,74,30
2014-2019,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Percent Change in Jobs,.073539145,1,Very Large,99,33
2018-2019,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Percent Change in Jobs,.005552046,1,Very Large,142,46
2009-2019,31180,"Lubbock, TX Metropolitan Statistical Area",Percent Change in Jobs,.15227677,1,Midsized,81,28
2014-2019,31180,"Lubbock, TX Metropolitan Statistical Area",Percent Change in Jobs,.076164611,1,Midsized,92,37
2018-2019,31180,"Lubbock, TX Metropolitan Statistical Area",Percent Change in Jobs,.01433908,1,Midsized,88,32
2009-2019,31220,"Ludington, MI Micropolitan Statistical Area",Percent Change in Jobs,.085422322,0,,,
2014-2019,31220,"Ludington, MI Micropolitan Statistical Area",Percent Change in Jobs,-.027458375,0,,,
2018-2019,31220,"Ludington, MI Micropolitan Statistical Area",Percent Change in Jobs,-.019351635,0,,,
2009-2019,31260,"Lufkin, TX Micropolitan Statistical Area",Percent Change in Jobs,.0067845699,0,,,
2014-2019,31260,"Lufkin, TX Micropolitan Statistical Area",Percent Change in Jobs,-.033257276,0,,,
2018-2019,31260,"Lufkin, TX Micropolitan Statistical Area",Percent Change in Jobs,-.001500642,0,,,
2009-2019,31300,"Lumberton, NC Micropolitan Statistical Area",Percent Change in Jobs,-.017239476,0,,,
2014-2019,31300,"Lumberton, NC Micropolitan Statistical Area",Percent Change in Jobs,.018937211,0,,,
2018-2019,31300,"Lumberton, NC Micropolitan Statistical Area",Percent Change in Jobs,.018760864,0,,,
2009-2019,31340,"Lynchburg, VA Metropolitan Statistical Area",Percent Change in Jobs,.046782482,1,Midsized,159,59
2014-2019,31340,"Lynchburg, VA Metropolitan Statistical Area",Percent Change in Jobs,.033382274,1,Midsized,144,51
2018-2019,31340,"Lynchburg, VA Metropolitan Statistical Area",Percent Change in Jobs,.0056500719,1,Midsized,138,51
2009-2019,31380,"Macomb, IL Micropolitan Statistical Area",Percent Change in Jobs,-.12258087,0,,,
2014-2019,31380,"Macomb, IL Micropolitan Statistical Area",Percent Change in Jobs,-.099431574,0,,,
2018-2019,31380,"Macomb, IL Micropolitan Statistical Area",Percent Change in Jobs,.0085418532,0,,,
2009-2019,31420,"Macon-Bibb, GA Metropolitan Statistical Area",Percent Change in Jobs,.092879094,0,,,
2014-2019,31420,"Macon-Bibb, GA Metropolitan Statistical Area",Percent Change in Jobs,.047938485,0,,,
2018-2019,31420,"Macon-Bibb, GA Metropolitan Statistical Area",Percent Change in Jobs,.01216889,0,,,
2009-2019,31460,"Madera, CA Metropolitan Statistical Area",Percent Change in Jobs,.14779614,0,,,
2014-2019,31460,"Madera, CA Metropolitan Statistical Area",Percent Change in Jobs,.062206011,0,,,
2018-2019,31460,"Madera, CA Metropolitan Statistical Area",Percent Change in Jobs,.020981923,0,,,
2009-2019,31500,"Madison, IN Micropolitan Statistical Area",Percent Change in Jobs,.047507603,0,,,
2014-2019,31500,"Madison, IN Micropolitan Statistical Area",Percent Change in Jobs,.0027226161,0,,,
2018-2019,31500,"Madison, IN Micropolitan Statistical Area",Percent Change in Jobs,.004707634,0,,,
2009-2019,31540,"Madison, WI Metropolitan Statistical Area",Percent Change in Jobs,.16938378,1,Large,70,19
2014-2019,31540,"Madison, WI Metropolitan Statistical Area",Percent Change in Jobs,.08263579,1,Large,83,23
2018-2019,31540,"Madison, WI Metropolitan Statistical Area",Percent Change in Jobs,.01996208,1,Large,54,17
2009-2019,31580,"Madisonville, KY Micropolitan Statistical Area",Percent Change in Jobs,-.051946174,0,,,
2014-2019,31580,"Madisonville, KY Micropolitan Statistical Area",Percent Change in Jobs,-.066214815,0,,,
2018-2019,31580,"Madisonville, KY Micropolitan Statistical Area",Percent Change in Jobs,.0041951989,0,,,
2009-2019,31620,"Magnolia, AR Micropolitan Statistical Area",Percent Change in Jobs,-.051735658,0,,,
2014-2019,31620,"Magnolia, AR Micropolitan Statistical Area",Percent Change in Jobs,-.016994843,0,,,
2018-2019,31620,"Magnolia, AR Micropolitan Statistical Area",Percent Change in Jobs,.021428434,0,,,
2009-2019,31660,"Malone, NY Micropolitan Statistical Area",Percent Change in Jobs,-.031361967,0,,,
2014-2019,31660,"Malone, NY Micropolitan Statistical Area",Percent Change in Jobs,.010688059,0,,,
2018-2019,31660,"Malone, NY Micropolitan Statistical Area",Percent Change in Jobs,.003795712,0,,,
2009-2019,31680,"Malvern, AR Micropolitan Statistical Area",Percent Change in Jobs,.089023396,0,,,
2014-2019,31680,"Malvern, AR Micropolitan Statistical Area",Percent Change in Jobs,-.011415381,0,,,
2018-2019,31680,"Malvern, AR Micropolitan Statistical Area",Percent Change in Jobs,-.0029345381,0,,,
2009-2019,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",Percent Change in Jobs,.096794054,1,Midsized,120,45
2014-2019,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",Percent Change in Jobs,.062583521,1,Midsized,115,43
2018-2019,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",Percent Change in Jobs,.0096381996,1,Midsized,115,42
2009-2019,31740,"Manhattan, KS Metropolitan Statistical Area",Percent Change in Jobs,-.018866546,0,,,
2014-2019,31740,"Manhattan, KS Metropolitan Statistical Area",Percent Change in Jobs,-.034055788,0,,,
2018-2019,31740,"Manhattan, KS Metropolitan Statistical Area",Percent Change in Jobs,.0051190089,0,,,
2009-2019,31820,"Manitowoc, WI Micropolitan Statistical Area",Percent Change in Jobs,-.01500881,0,,,
2014-2019,31820,"Manitowoc, WI Micropolitan Statistical Area",Percent Change in Jobs,.00026024799,0,,,
2018-2019,31820,"Manitowoc, WI Micropolitan Statistical Area",Percent Change in Jobs,.001974351,0,,,
2009-2019,31860,"Mankato, MN Metropolitan Statistical Area",Percent Change in Jobs,.1053856,0,,,
2014-2019,31860,"Mankato, MN Metropolitan Statistical Area",Percent Change in Jobs,.052163828,0,,,
2018-2019,31860,"Mankato, MN Metropolitan Statistical Area",Percent Change in Jobs,.006589266,0,,,
2009-2019,31900,"Mansfield, OH Metropolitan Statistical Area",Percent Change in Jobs,-.022957541,0,,,
2014-2019,31900,"Mansfield, OH Metropolitan Statistical Area",Percent Change in Jobs,-.014612899,0,,,
2018-2019,31900,"Mansfield, OH Metropolitan Statistical Area",Percent Change in Jobs,-.010076108,0,,,
2009-2019,31930,"Marietta, OH Micropolitan Statistical Area",Percent Change in Jobs,.075791396,0,,,
2014-2019,31930,"Marietta, OH Micropolitan Statistical Area",Percent Change in Jobs,.02044954,0,,,
2018-2019,31930,"Marietta, OH Micropolitan Statistical Area",Percent Change in Jobs,.007033926,0,,,
2009-2019,31940,"Marinette, WI-MI Micropolitan Statistical Area",Percent Change in Jobs,.000420111,0,,,
2014-2019,31940,"Marinette, WI-MI Micropolitan Statistical Area",Percent Change in Jobs,-.038262106,0,,,
2018-2019,31940,"Marinette, WI-MI Micropolitan Statistical Area",Percent Change in Jobs,-.00034791499,0,,,
2009-2019,31980,"Marion, IN Micropolitan Statistical Area",Percent Change in Jobs,.074900806,0,,,
2014-2019,31980,"Marion, IN Micropolitan Statistical Area",Percent Change in Jobs,-.048416495,0,,,
2018-2019,31980,"Marion, IN Micropolitan Statistical Area",Percent Change in Jobs,-.0085494611,0,,,
2009-2019,32000,"Marion, NC Micropolitan Statistical Area",Percent Change in Jobs,.096907131,0,,,
2014-2019,32000,"Marion, NC Micropolitan Statistical Area",Percent Change in Jobs,.006427519,0,,,
2018-2019,32000,"Marion, NC Micropolitan Statistical Area",Percent Change in Jobs,-.023036638,0,,,
2009-2019,32020,"Marion, OH Micropolitan Statistical Area",Percent Change in Jobs,-.00318773,0,,,
2014-2019,32020,"Marion, OH Micropolitan Statistical Area",Percent Change in Jobs,.045901764,0,,,
2018-2019,32020,"Marion, OH Micropolitan Statistical Area",Percent Change in Jobs,-.0049575581,0,,,
2009-2019,32100,"Marquette, MI Micropolitan Statistical Area",Percent Change in Jobs,-.0112773,0,,,
2014-2019,32100,"Marquette, MI Micropolitan Statistical Area",Percent Change in Jobs,-.0099293962,0,,,
2018-2019,32100,"Marquette, MI Micropolitan Statistical Area",Percent Change in Jobs,.0035119031,0,,,
2009-2019,32140,"Marshall, MN Micropolitan Statistical Area",Percent Change in Jobs,-.031364378,0,,,
2014-2019,32140,"Marshall, MN Micropolitan Statistical Area",Percent Change in Jobs,-.067624204,0,,,
2018-2019,32140,"Marshall, MN Micropolitan Statistical Area",Percent Change in Jobs,-.020463737,0,,,
2009-2019,32180,"Marshall, MO Micropolitan Statistical Area",Percent Change in Jobs,-.00097657903,0,,,
2014-2019,32180,"Marshall, MO Micropolitan Statistical Area",Percent Change in Jobs,-.038566519,0,,,
2018-2019,32180,"Marshall, MO Micropolitan Statistical Area",Percent Change in Jobs,-.00087038102,0,,,
2009-2019,32260,"Marshalltown, IA Micropolitan Statistical Area",Percent Change in Jobs,-.094396695,0,,,
2014-2019,32260,"Marshalltown, IA Micropolitan Statistical Area",Percent Change in Jobs,-.096660845,0,,,
2018-2019,32260,"Marshalltown, IA Micropolitan Statistical Area",Percent Change in Jobs,-.01589155,0,,,
2009-2019,32280,"Martin, TN Micropolitan Statistical Area",Percent Change in Jobs,.13366792,0,,,
2014-2019,32280,"Martin, TN Micropolitan Statistical Area",Percent Change in Jobs,.098296382,0,,,
2018-2019,32280,"Martin, TN Micropolitan Statistical Area",Percent Change in Jobs,-.012668196,0,,,
2009-2019,32300,"Martinsville, VA Micropolitan Statistical Area",Percent Change in Jobs,-.0065559698,0,,,
2014-2019,32300,"Martinsville, VA Micropolitan Statistical Area",Percent Change in Jobs,.015565515,0,,,
2018-2019,32300,"Martinsville, VA Micropolitan Statistical Area",Percent Change in Jobs,-.0068273358,0,,,
2009-2019,32340,"Maryville, MO Micropolitan Statistical Area",Percent Change in Jobs,-.075070702,0,,,
2014-2019,32340,"Maryville, MO Micropolitan Statistical Area",Percent Change in Jobs,.032692995,0,,,
2018-2019,32340,"Maryville, MO Micropolitan Statistical Area",Percent Change in Jobs,.01741994,0,,,
2009-2019,32380,"Mason City, IA Micropolitan Statistical Area",Percent Change in Jobs,.0053137899,0,,,
2014-2019,32380,"Mason City, IA Micropolitan Statistical Area",Percent Change in Jobs,.037304658,0,,,
2018-2019,32380,"Mason City, IA Micropolitan Statistical Area",Percent Change in Jobs,.00081684103,0,,,
2009-2019,32460,"Mayfield, KY Micropolitan Statistical Area",Percent Change in Jobs,.053693704,0,,,
2014-2019,32460,"Mayfield, KY Micropolitan Statistical Area",Percent Change in Jobs,.040416669,0,,,
2018-2019,32460,"Mayfield, KY Micropolitan Statistical Area",Percent Change in Jobs,.037544128,0,,,
2009-2019,32500,"Maysville, KY Micropolitan Statistical Area",Percent Change in Jobs,-.013719394,0,,,
2014-2019,32500,"Maysville, KY Micropolitan Statistical Area",Percent Change in Jobs,-.083292164,0,,,
2018-2019,32500,"Maysville, KY Micropolitan Statistical Area",Percent Change in Jobs,-.015388828,0,,,
2009-2019,32540,"McAlester, OK Micropolitan Statistical Area",Percent Change in Jobs,-.049958248,0,,,
2014-2019,32540,"McAlester, OK Micropolitan Statistical Area",Percent Change in Jobs,.021267507,0,,,
2018-2019,32540,"McAlester, OK Micropolitan Statistical Area",Percent Change in Jobs,-.027306521,0,,,
2009-2019,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",Percent Change in Jobs,.22128226,1,Large,38,10
2014-2019,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",Percent Change in Jobs,.1074083,1,Large,64,19
2018-2019,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",Percent Change in Jobs,.018601622,1,Large,64,21
2009-2019,32620,"McComb, MS Micropolitan Statistical Area",Percent Change in Jobs,-.029096391,0,,,
2014-2019,32620,"McComb, MS Micropolitan Statistical Area",Percent Change in Jobs,-.003,0,,,
2018-2019,32620,"McComb, MS Micropolitan Statistical Area",Percent Change in Jobs,-.0056326352,0,,,
2009-2019,32660,"McMinnville, TN Micropolitan Statistical Area",Percent Change in Jobs,.10886982,0,,,
2014-2019,32660,"McMinnville, TN Micropolitan Statistical Area",Percent Change in Jobs,-.012866568,0,,,
2018-2019,32660,"McMinnville, TN Micropolitan Statistical Area",Percent Change in Jobs,-.0048575592,0,,,
2009-2019,32700,"McPherson, KS Micropolitan Statistical Area",Percent Change in Jobs,.11153547,0,,,
2014-2019,32700,"McPherson, KS Micropolitan Statistical Area",Percent Change in Jobs,.052495852,0,,,
2018-2019,32700,"McPherson, KS Micropolitan Statistical Area",Percent Change in Jobs,.048078127,0,,,
2009-2019,32740,"Meadville, PA Micropolitan Statistical Area",Percent Change in Jobs,-.0093083996,0,,,
2014-2019,32740,"Meadville, PA Micropolitan Statistical Area",Percent Change in Jobs,-.052583326,0,,,
2018-2019,32740,"Meadville, PA Micropolitan Statistical Area",Percent Change in Jobs,-.010722703,0,,,
2009-2019,32780,"Medford, OR Metropolitan Statistical Area",Percent Change in Jobs,.17441899,0,,,
2014-2019,32780,"Medford, OR Metropolitan Statistical Area",Percent Change in Jobs,.12319098,0,,,
2018-2019,32780,"Medford, OR Metropolitan Statistical Area",Percent Change in Jobs,.0069526429,0,,,
2009-2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Percent Change in Jobs,.082505308,1,Very Large,131,43
2014-2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Percent Change in Jobs,.065615512,1,Very Large,111,37
2018-2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Percent Change in Jobs,.0084473398,1,Very Large,125,39
2009-2019,32860,"Menomonie, WI Micropolitan Statistical Area",Percent Change in Jobs,.16698253,0,,,
2014-2019,32860,"Menomonie, WI Micropolitan Statistical Area",Percent Change in Jobs,.058871537,0,,,
2018-2019,32860,"Menomonie, WI Micropolitan Statistical Area",Percent Change in Jobs,-.001667013,0,,,
2009-2019,32900,"Merced, CA Metropolitan Statistical Area",Percent Change in Jobs,.18416914,1,Midsized,62,22
2014-2019,32900,"Merced, CA Metropolitan Statistical Area",Percent Change in Jobs,.09059485,1,Midsized,73,28
2018-2019,32900,"Merced, CA Metropolitan Statistical Area",Percent Change in Jobs,.0044200341,1,Midsized,153,58
2009-2019,32940,"Meridian, MS Micropolitan Statistical Area",Percent Change in Jobs,-.039301097,0,,,
2014-2019,32940,"Meridian, MS Micropolitan Statistical Area",Percent Change in Jobs,-.059121884,0,,,
2018-2019,32940,"Meridian, MS Micropolitan Statistical Area",Percent Change in Jobs,-.0070400252,0,,,
2009-2019,33020,"Mexico, MO Micropolitan Statistical Area",Percent Change in Jobs,-.034977704,0,,,
2014-2019,33020,"Mexico, MO Micropolitan Statistical Area",Percent Change in Jobs,-.06177251,0,,,
2018-2019,33020,"Mexico, MO Micropolitan Statistical Area",Percent Change in Jobs,-.015997853,0,,,
2009-2019,33060,"Miami, OK Micropolitan Statistical Area",Percent Change in Jobs,.027015485,0,,,
2014-2019,33060,"Miami, OK Micropolitan Statistical Area",Percent Change in Jobs,.063279003,0,,,
2018-2019,33060,"Miami, OK Micropolitan Statistical Area",Percent Change in Jobs,.003578414,0,,,
2009-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Percent Change in Jobs,.22138083,1,Very Large,37,19
2014-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Percent Change in Jobs,.11916669,1,Very Large,50,22
2018-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Percent Change in Jobs,.016261864,1,Very Large,74,26
2009-2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Percent Change in Jobs,-.037153866,0,,,
2014-2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Percent Change in Jobs,-.0070202849,0,,,
2018-2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Percent Change in Jobs,.001723266,0,,,
2009-2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Percent Change in Jobs,-.14570056,0,,,
2014-2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Percent Change in Jobs,-.069711082,0,,,
2018-2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Percent Change in Jobs,-.0080644144,0,,,
2009-2019,33220,"Midland, MI Metropolitan Statistical Area",Percent Change in Jobs,.094526634,0,,,
