year,cbsa,cbsaname,education,indicator,value,topmetro,metrosize,overallrank,sizerank
2014-2019,46980,"Vicksburg, MS",Total,Percentage-Point Change in Employment Rate Gap,0.074297003,0,,,
2018-2019,46980,"Vicksburg, MS",Total,Percentage-Point Change in Employment Rate Gap,0.010433,0,,,
2009-2019,47020,"Victoria, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.125686,0,,,
2014-2019,47020,"Victoria, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.043260999,0,,,
2018-2019,47020,"Victoria, TX",Total,Percentage-Point Change in Employment Rate Gap,0.003062,0,,,
2009-2019,47080,"Vidalia, GA",Total,Percentage-Point Change in Employment Rate Gap,-0.007698,0,,,
2014-2019,47080,"Vidalia, GA",Total,Percentage-Point Change in Employment Rate Gap,-0.034007002,0,,,
2018-2019,47080,"Vidalia, GA",Total,Percentage-Point Change in Employment Rate Gap,0.0537,0,,,
2009-2019,47180,"Vincennes, IN",Total,Percentage-Point Change in Employment Rate Gap,0.081390999,0,,,
2014-2019,47180,"Vincennes, IN",Total,Percentage-Point Change in Employment Rate Gap,-0.01217,0,,,
2018-2019,47180,"Vincennes, IN",Total,Percentage-Point Change in Employment Rate Gap,0.03664,0,,,
2009-2019,47220,"Vineland-Bridgeton, NJ",Total,Percentage-Point Change in Employment Rate Gap,-0.071948998,0,,,
2014-2019,47220,"Vineland-Bridgeton, NJ",Total,Percentage-Point Change in Employment Rate Gap,-0.013464,0,,,
2018-2019,47220,"Vineland-Bridgeton, NJ",Total,Percentage-Point Change in Employment Rate Gap,-0.022213001,0,,,
2009-2019,47240,"Vineyard Haven, MA",Total,Percentage-Point Change in Employment Rate Gap,-0.089088,0,,,
2014-2019,47240,"Vineyard Haven, MA",Total,Percentage-Point Change in Employment Rate Gap,0.095779002,0,,,
2018-2019,47240,"Vineyard Haven, MA",Total,Percentage-Point Change in Employment Rate Gap,-0.028458999,0,,,
2009-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Total,Percentage-Point Change in Employment Rate Gap,-0.017019,1,Very Large,125,36
2014-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Total,Percentage-Point Change in Employment Rate Gap,-0.028468,1,Very Large,68,18
2018-2019,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Total,Percentage-Point Change in Employment Rate Gap,-0.004232,1,Very Large,104,33
2009-2019,47300,"Visalia, CA",Total,Percentage-Point Change in Employment Rate Gap,-0.007791,1,Midsized,154,59
2014-2019,47300,"Visalia, CA",Total,Percentage-Point Change in Employment Rate Gap,-0.048264999,1,Midsized,29,15
2018-2019,47300,"Visalia, CA",Total,Percentage-Point Change in Employment Rate Gap,-0.017227,1,Midsized,61,34
2009-2019,47340,"Wabash, IN",Total,Percentage-Point Change in Employment Rate Gap,0.083355002,0,,,
2014-2019,47340,"Wabash, IN",Total,Percentage-Point Change in Employment Rate Gap,0.15217599,0,,,
2018-2019,47340,"Wabash, IN",Total,Percentage-Point Change in Employment Rate Gap,0.140903,0,,,
2009-2019,47380,"Waco, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.010771,1,Midsized,148,57
2014-2019,47380,"Waco, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.064115003,1,Midsized,16,10
2018-2019,47380,"Waco, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.041807,1,Midsized,17,12
2009-2019,47420,"Wahpeton, ND-MN",Total,Percentage-Point Change in Employment Rate Gap,-0.057059001,0,,,
2014-2019,47420,"Wahpeton, ND-MN",Total,Percentage-Point Change in Employment Rate Gap,-0.135804,0,,,
2018-2019,47420,"Wahpeton, ND-MN",Total,Percentage-Point Change in Employment Rate Gap,0.084514998,0,,,
2009-2019,47460,"Walla Walla, WA",Total,Percentage-Point Change in Employment Rate Gap,0.044989999,0,,,
2014-2019,47460,"Walla Walla, WA",Total,Percentage-Point Change in Employment Rate Gap,0.053045001,0,,,
2018-2019,47460,"Walla Walla, WA",Total,Percentage-Point Change in Employment Rate Gap,0.057142999,0,,,
2009-2019,47540,"Wapakoneta, OH",Total,Percentage-Point Change in Employment Rate Gap,-0.223948,0,,,
2014-2019,47540,"Wapakoneta, OH",Total,Percentage-Point Change in Employment Rate Gap,-0.000882,0,,,
2018-2019,47540,"Wapakoneta, OH",Total,Percentage-Point Change in Employment Rate Gap,-0.046011001,0,,,
2009-2019,47580,"Warner Robins, GA",Total,Percentage-Point Change in Employment Rate Gap,-0.041329,0,,,
2014-2019,47580,"Warner Robins, GA",Total,Percentage-Point Change in Employment Rate Gap,0.057100002,0,,,
2018-2019,47580,"Warner Robins, GA",Total,Percentage-Point Change in Employment Rate Gap,0.035156,0,,,
2009-2019,47620,"Warren, PA",Total,Percentage-Point Change in Employment Rate Gap,-0.235302,0,,,
2014-2019,47620,"Warren, PA",Total,Percentage-Point Change in Employment Rate Gap,-0.049270999,0,,,
2018-2019,47620,"Warren, PA",Total,Percentage-Point Change in Employment Rate Gap,0.065133996,0,,,
2009-2019,47660,"Warrensburg, MO",Total,Percentage-Point Change in Employment Rate Gap,-0.044464,0,,,
2014-2019,47660,"Warrensburg, MO",Total,Percentage-Point Change in Employment Rate Gap,0.080751002,0,,,
2018-2019,47660,"Warrensburg, MO",Total,Percentage-Point Change in Employment Rate Gap,-0.041790001,0,,,
2009-2019,47700,"Warsaw, IN",Total,Percentage-Point Change in Employment Rate Gap,-0.063798003,0,,,
2014-2019,47700,"Warsaw, IN",Total,Percentage-Point Change in Employment Rate Gap,-0.023453999,0,,,
2018-2019,47700,"Warsaw, IN",Total,Percentage-Point Change in Employment Rate Gap,0.043434002,0,,,
2009-2019,47920,"Washington Court House, OH",Total,Percentage-Point Change in Employment Rate Gap,0.242052,0,,,
2014-2019,47920,"Washington Court House, OH",Total,Percentage-Point Change in Employment Rate Gap,0.094535001,0,,,
2018-2019,47920,"Washington Court House, OH",Total,Percentage-Point Change in Employment Rate Gap,0.040684,0,,,
2009-2019,47780,"Washington, IN",Total,Percentage-Point Change in Employment Rate Gap,-0.090925999,0,,,
2014-2019,47780,"Washington, IN",Total,Percentage-Point Change in Employment Rate Gap,-0.056354001,0,,,
2018-2019,47780,"Washington, IN",Total,Percentage-Point Change in Employment Rate Gap,-0.005567,0,,,
2009-2019,47820,"Washington, NC",Total,Percentage-Point Change in Employment Rate Gap,0.027376,0,,,
2014-2019,47820,"Washington, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.101466,0,,,
2018-2019,47820,"Washington, NC",Total,Percentage-Point Change in Employment Rate Gap,0.022561001,0,,,
2009-2019,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Total,Percentage-Point Change in Employment Rate Gap,0.001329,1,Very Large,164,50
2014-2019,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Total,Percentage-Point Change in Employment Rate Gap,-0.013458,1,Very Large,104,36
2018-2019,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Total,Percentage-Point Change in Employment Rate Gap,0.007528,1,Very Large,136,47
2009-2019,47940,"Waterloo-Cedar Falls, IA",Total,Percentage-Point Change in Employment Rate Gap,-0.097705998,0,,,
2014-2019,47940,"Waterloo-Cedar Falls, IA",Total,Percentage-Point Change in Employment Rate Gap,0.000633,0,,,
2018-2019,47940,"Waterloo-Cedar Falls, IA",Total,Percentage-Point Change in Employment Rate Gap,-0.000144,0,,,
2009-2019,47980,"Watertown, SD",Total,Percentage-Point Change in Employment Rate Gap,-0.047598999,0,,,
2014-2019,47980,"Watertown, SD",Total,Percentage-Point Change in Employment Rate Gap,-0.104966,0,,,
2018-2019,47980,"Watertown, SD",Total,Percentage-Point Change in Employment Rate Gap,-0.13067999,0,,,
2009-2019,48020,"Watertown-Fort Atkinson, WI",Total,Percentage-Point Change in Employment Rate Gap,0.047947999,0,,,
2014-2019,48020,"Watertown-Fort Atkinson, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.22030801,0,,,
2018-2019,48020,"Watertown-Fort Atkinson, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.110209,0,,,
2009-2019,48060,"Watertown-Fort Drum, NY",Total,Percentage-Point Change in Employment Rate Gap,-0.085694,0,,,
2014-2019,48060,"Watertown-Fort Drum, NY",Total,Percentage-Point Change in Employment Rate Gap,-0.096761003,0,,,
2018-2019,48060,"Watertown-Fort Drum, NY",Total,Percentage-Point Change in Employment Rate Gap,-0.023437999,0,,,
2009-2019,48100,"Wauchula, FL",Total,Percentage-Point Change in Employment Rate Gap,0.006177,0,,,
2014-2019,48100,"Wauchula, FL",Total,Percentage-Point Change in Employment Rate Gap,0.057992,0,,,
2018-2019,48100,"Wauchula, FL",Total,Percentage-Point Change in Employment Rate Gap,0.043779999,0,,,
2009-2019,48140,"Wausau-Weston, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.021880999,0,,,
2014-2019,48140,"Wausau-Weston, WI",Total,Percentage-Point Change in Employment Rate Gap,0.002309,0,,,
2018-2019,48140,"Wausau-Weston, WI",Total,Percentage-Point Change in Employment Rate Gap,0.028514,0,,,
2009-2019,48180,"Waycross, GA",Total,Percentage-Point Change in Employment Rate Gap,0.056717999,0,,,
2014-2019,48180,"Waycross, GA",Total,Percentage-Point Change in Employment Rate Gap,0.013066,0,,,
2018-2019,48180,"Waycross, GA",Total,Percentage-Point Change in Employment Rate Gap,0.015117,0,,,
2009-2019,48220,"Weatherford, OK",Total,Percentage-Point Change in Employment Rate Gap,-0.055275001,0,,,
2014-2019,48220,"Weatherford, OK",Total,Percentage-Point Change in Employment Rate Gap,-0.020277999,0,,,
2018-2019,48220,"Weatherford, OK",Total,Percentage-Point Change in Employment Rate Gap,0.079051003,0,,,
2009-2019,48260,"Weirton-Steubenville, WV-OH",Total,Percentage-Point Change in Employment Rate Gap,-0.149177,0,,,
2014-2019,48260,"Weirton-Steubenville, WV-OH",Total,Percentage-Point Change in Employment Rate Gap,-0.009078,0,,,
2018-2019,48260,"Weirton-Steubenville, WV-OH",Total,Percentage-Point Change in Employment Rate Gap,-0.112201,0,,,
2009-2019,48300,"Wenatchee, WA",Total,Percentage-Point Change in Employment Rate Gap,0.021878,0,,,
2014-2019,48300,"Wenatchee, WA",Total,Percentage-Point Change in Employment Rate Gap,0.00102,0,,,
2018-2019,48300,"Wenatchee, WA",Total,Percentage-Point Change in Employment Rate Gap,0.037174001,0,,,
2009-2019,48460,"West Plains, MO",Total,Percentage-Point Change in Employment Rate Gap,0.222302,0,,,
2014-2019,48460,"West Plains, MO",Total,Percentage-Point Change in Employment Rate Gap,0.32952499,0,,,
2018-2019,48460,"West Plains, MO",Total,Percentage-Point Change in Employment Rate Gap,0.177411,0,,,
2009-2019,48500,"West Point, MS",Total,Percentage-Point Change in Employment Rate Gap,,0,,,
2014-2019,48500,"West Point, MS",Total,Percentage-Point Change in Employment Rate Gap,,0,,,
2018-2019,48500,"West Point, MS",Total,Percentage-Point Change in Employment Rate Gap,,0,,,
2009-2019,48540,"Wheeling, WV-OH",Total,Percentage-Point Change in Employment Rate Gap,-0.158283,0,,,
2014-2019,48540,"Wheeling, WV-OH",Total,Percentage-Point Change in Employment Rate Gap,-0.010417,0,,,
2018-2019,48540,"Wheeling, WV-OH",Total,Percentage-Point Change in Employment Rate Gap,-0.105581,0,,,
2009-2019,48580,"Whitewater, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.026969999,0,,,
2014-2019,48580,"Whitewater, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.00513,0,,,
2018-2019,48580,"Whitewater, WI",Total,Percentage-Point Change in Employment Rate Gap,0.027096,0,,,
2009-2019,48660,"Wichita Falls, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.008794,0,,,
2014-2019,48660,"Wichita Falls, TX",Total,Percentage-Point Change in Employment Rate Gap,-0.048668001,0,,,
2018-2019,48660,"Wichita Falls, TX",Total,Percentage-Point Change in Employment Rate Gap,0.015900001,0,,,
2009-2019,48620,"Wichita, KS",Total,Percentage-Point Change in Employment Rate Gap,-0.042553,1,Large,69,23
2014-2019,48620,"Wichita, KS",Total,Percentage-Point Change in Employment Rate Gap,-0.059170999,1,Large,19,8
2018-2019,48620,"Wichita, KS",Total,Percentage-Point Change in Employment Rate Gap,-0.024195001,1,Large,41,11
2009-2019,48700,"Williamsport, PA",Total,Percentage-Point Change in Employment Rate Gap,0.035863001,0,,,
2014-2019,48700,"Williamsport, PA",Total,Percentage-Point Change in Employment Rate Gap,0.068948999,0,,,
2018-2019,48700,"Williamsport, PA",Total,Percentage-Point Change in Employment Rate Gap,0.003108,0,,,
2009-2019,48780,"Williston, ND",Total,Percentage-Point Change in Employment Rate Gap,0.089170001,0,,,
2014-2019,48780,"Williston, ND",Total,Percentage-Point Change in Employment Rate Gap,0.066982001,0,,,
2018-2019,48780,"Williston, ND",Total,Percentage-Point Change in Employment Rate Gap,0.100641,0,,,
2009-2019,48820,"Willmar, MN",Total,Percentage-Point Change in Employment Rate Gap,-0.030526999,0,,,
2014-2019,48820,"Willmar, MN",Total,Percentage-Point Change in Employment Rate Gap,-0.076748997,0,,,
2018-2019,48820,"Willmar, MN",Total,Percentage-Point Change in Employment Rate Gap,0.015783001,0,,,
2009-2019,48900,"Wilmington, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.100378,1,Midsized,9,7
2014-2019,48900,"Wilmington, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.014419,1,Midsized,102,37
2018-2019,48900,"Wilmington, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.171691,1,Midsized,1,1
2009-2019,48940,"Wilmington, OH",Total,Percentage-Point Change in Employment Rate Gap,0.084022999,0,,,
2014-2019,48940,"Wilmington, OH",Total,Percentage-Point Change in Employment Rate Gap,0.039703,0,,,
2018-2019,48940,"Wilmington, OH",Total,Percentage-Point Change in Employment Rate Gap,-0.015697001,0,,,
2009-2019,48980,"Wilson, NC",Total,Percentage-Point Change in Employment Rate Gap,0.066168003,0,,,
2014-2019,48980,"Wilson, NC",Total,Percentage-Point Change in Employment Rate Gap,0.016052,0,,,
2018-2019,48980,"Wilson, NC",Total,Percentage-Point Change in Employment Rate Gap,0.092492998,0,,,
2009-2019,49020,"Winchester, VA-WV",Total,Percentage-Point Change in Employment Rate Gap,-0.020499,0,,,
2014-2019,49020,"Winchester, VA-WV",Total,Percentage-Point Change in Employment Rate Gap,-0.000215,0,,,
2018-2019,49020,"Winchester, VA-WV",Total,Percentage-Point Change in Employment Rate Gap,-0.040102001,0,,,
2009-2019,49060,"Winfield, KS",Total,Percentage-Point Change in Employment Rate Gap,0.010082,0,,,
2014-2019,49060,"Winfield, KS",Total,Percentage-Point Change in Employment Rate Gap,-0.009643,0,,,
2018-2019,49060,"Winfield, KS",Total,Percentage-Point Change in Employment Rate Gap,0.028167,0,,,
2009-2019,49080,"Winnemucca, NV",Total,Percentage-Point Change in Employment Rate Gap,-0.088633999,0,,,
2014-2019,49080,"Winnemucca, NV",Total,Percentage-Point Change in Employment Rate Gap,-0.052203,0,,,
2018-2019,49080,"Winnemucca, NV",Total,Percentage-Point Change in Employment Rate Gap,-0.041706,0,,,
2009-2019,49100,"Winona, MN",Total,Percentage-Point Change in Employment Rate Gap,-0.136445,0,,,
2014-2019,49100,"Winona, MN",Total,Percentage-Point Change in Employment Rate Gap,0.17971399,0,,,
2018-2019,49100,"Winona, MN",Total,Percentage-Point Change in Employment Rate Gap,0.23484799,0,,,
2009-2019,49180,"Winston-Salem, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.014831,1,Large,136,43
2014-2019,49180,"Winston-Salem, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.00076,1,Large,139,46
2018-2019,49180,"Winston-Salem, NC",Total,Percentage-Point Change in Employment Rate Gap,-0.027207,1,Large,37,10
2009-2019,49220,"Wisconsin Rapids-Marshfield, WI",Total,Percentage-Point Change in Employment Rate Gap,0.011134,0,,,
2014-2019,49220,"Wisconsin Rapids-Marshfield, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.026827,0,,,
2018-2019,49220,"Wisconsin Rapids-Marshfield, WI",Total,Percentage-Point Change in Employment Rate Gap,-0.055034999,0,,,
2009-2019,49260,"Woodward, OK",Total,Percentage-Point Change in Employment Rate Gap,-0.085161,0,,,
2014-2019,49260,"Woodward, OK",Total,Percentage-Point Change in Employment Rate Gap,-0.045644999,0,,,
2018-2019,49260,"Woodward, OK",Total,Percentage-Point Change in Employment Rate Gap,0.105904,0,,,
2009-2019,49300,"Wooster, OH",Total,Percentage-Point Change in Employment Rate Gap,-0.003021,0,,,
2014-2019,49300,"Wooster, OH",Total,Percentage-Point Change in Employment Rate Gap,0.061806001,0,,,
2018-2019,49300,"Wooster, OH",Total,Percentage-Point Change in Employment Rate Gap,0.026802,0,,,
2009-2019,49340,"Worcester, MA-CT",Total,Percentage-Point Change in Employment Rate Gap,-0.023729,1,Large,111,35
2014-2019,49340,"Worcester, MA-CT",Total,Percentage-Point Change in Employment Rate Gap,-0.081375003,1,Large,11,5
2018-2019,49340,"Worcester, MA-CT",Total,Percentage-Point Change in Employment Rate Gap,0.001543,1,Large,123,35
2009-2019,49380,"Worthington, MN",Total,Percentage-Point Change in Employment Rate Gap,0.077639997,0,,,
2014-2019,49380,"Worthington, MN",Total,Percentage-Point Change in Employment Rate Gap,0.106756,0,,,
2018-2019,49380,"Worthington, MN",Total,Percentage-Point Change in Employment Rate Gap,-0.033962999,0,,,
2009-2019,49420,"Yakima, WA",Total,Percentage-Point Change in Employment Rate Gap,-0.004176,1,Midsized,156,61
2014-2019,49420,"Yakima, WA",Total,Percentage-Point Change in Employment Rate Gap,-0.042931002,1,Midsized,37,18
2018-2019,49420,"Yakima, WA",Total,Percentage-Point Change in Employment Rate Gap,-0.008645,1,Midsized,87,41
2009-2019,49460,"Yankton, SD",Total,Percentage-Point Change in Employment Rate Gap,0.212942,0,,,
2014-2019,49460,"Yankton, SD",Total,Percentage-Point Change in Employment Rate Gap,-0.198762,0,,,
2018-2019,49460,"Yankton, SD",Total,Percentage-Point Change in Employment Rate Gap,0.231369,0,,,
2009-2019,49620,"York-Hanover, PA",Total,Percentage-Point Change in Employment Rate Gap,-0.10437,1,Midsized,8,6
2014-2019,49620,"York-Hanover, PA",Total,Percentage-Point Change in Employment Rate Gap,-0.02077,1,Midsized,83,30
2018-2019,49620,"York-Hanover, PA",Total,Percentage-Point Change in Employment Rate Gap,-0.048390001,1,Midsized,11,10
2009-2019,49660,"Youngstown-Warren-Boardman, OH-PA",Total,Percentage-Point Change in Employment Rate Gap,0.053552002,1,Large,188,57
2014-2019,49660,"Youngstown-Warren-Boardman, OH-PA",Total,Percentage-Point Change in Employment Rate Gap,0.066353001,1,Large,191,57
2018-2019,49660,"Youngstown-Warren-Boardman, OH-PA",Total,Percentage-Point Change in Employment Rate Gap,0.068377003,1,Large,187,55
2009-2019,49700,"Yuba City, CA",Total,Percentage-Point Change in Employment Rate Gap,0.000716,0,,,
2014-2019,49700,"Yuba City, CA",Total,Percentage-Point Change in Employment Rate Gap,-0.029447,0,,,
2018-2019,49700,"Yuba City, CA",Total,Percentage-Point Change in Employment Rate Gap,-0.015491,0,,,
2009-2019,49740,"Yuma, AZ",Total,Percentage-Point Change in Employment Rate Gap,-0.006559,0,,,
